age,gender,state,category,annual_income,occupation,employment_status,education_level,family_size,land_holding,bpl_card,disability_status,scheme_name,scheme_category,eligible,citizen_id
29,Male,Maharashtra,SC,1338334.3,Business,Self-Employed,Higher Secondary,7,3.47,False,False,Ayushman Bharat,Healthcare,False,45
29,Male,Maharashtra,SC,1338334.3,Business,Self-Employed,Higher Secondary,7,3.47,False,False,PM Awas Yojana,Housing,False,45
29,Male,Maharashtra,SC,1338334.3,Business,Self-Employed,Higher Secondary,7,3.47,False,False,Skill India,Employment,False,45
58,Male,Maharashtra,OBC,607394.17,Government Employee,Employed,Graduate,3,0.0,False,False,PM Kisan,Agriculture,False,46
58,Male,Maharashtra,OBC,607394.17,Government Employee,Employed,Graduate,3,0.0,False,False,Post Matric Scholarship,Education,False,46
58,Male,Maharashtra,OBC,607394.17,Government Employee,Employed,Graduate,3,0.0,False,False,Ayushman Bharat,Healthcare,False,46
58,Male,Maharashtra,OBC,607394.17,Government Employee,Employed,Graduate,3,0.0,False,False,PM Awas Yojana,Housing,False,46
58,Male,Maharashtra,OBC,607394.17,Government Employee,Employed,Graduate,3,0.0,False,False,Skill India,Employment,False,46
78,Male,Delhi,General,276609.65,Retired,Retired,Graduate,5,2.26,False,True,PM Kisan,Agriculture,False,47
78,Male,Delhi,General,276609.65,Retired,Retired,Graduate,5,2.26,False,True,Post Matric Scholarship,Education,False,47
78,Male,Delhi,General,276609.65,Retired,Retired,Graduate,5,2.26,False,True,Ayushman Bharat,Healthcare,False,47
78,Male,Delhi,General,276609.65,Retired,Retired,Graduate,5,2.26,False,True,PM Awas Yojana,Housing,False,47
78,Male,Delhi,General,276609.65,Retired,Retired,Graduate,5,2.26,False,True,Skill India,Employment,False,47
42,Male,Kerala,General,261573.04,Private Employee,Employed,Post Graduate,3,0.0,False,False,PM Kisan,Agriculture,False,48
42,Male,Kerala,General,261573.04,Private Employee,Employed,Post Graduate,3,0.0,False,False,Post Matric Scholarship,Education,False,48
42,Male,Kerala,General,261573.04,Private Employee,Employed,Post Graduate,3,0.0,False,False,Ayushman Bharat,Healthcare,False,48
42,Male,Kerala,General,261573.04,Private Employee,Employed,Post Graduate,3,0.0,False,False,PM Awas Yojana,Housing,False,48
42,Male,Kerala,General,261573.04,Private Employee,Employed,Post Graduate,3,0.0,False,False,Skill India,Employment,False,48
32,Male,Delhi,OBC,722522.99,Private Employee,Employed,Post Graduate,5,0.0,False,True,PM Kisan,Agriculture,False,49
32,Male,Delhi,OBC,722522.99,Private Employee,Employed,Post Graduate,5,0.0,False,True,Post Matric Scholarship,Education,False,49
32,Male,Delhi,OBC,722522.99,Private Employee,Employed,Post Graduate,5,0.0,False,True,Ayushman Bharat,Healthcare,False,49
32,Male,Delhi,OBC,722522.99,Private Employee,Employed,Post Graduate,5,0.0,False,True,PM Awas Yojana,Housing,False,49
32,Male,Delhi,OBC,722522.99,Private Employee,Employed,Post Graduate,5,0.0,False,True,Skill India,Employment,False,49
72,Male,Delhi,OBC,267365.31,Retired,Retired,Secondary,4,3.98,False,False,PM Kisan,Agriculture,False,50
72,Male,Delhi,OBC,267365.31,Retired,Retired,Secondary,4,3.98,False,False,Post Matric Scholarship,Education,False,50
72,Male,Delhi,OBC,267365.31,Retired,Retired,Secondary,4,3.98,False,False,Ayushman Bharat,Healthcare,False,50
72,Male,Delhi,OBC,267365.31,Retired,Retired,Secondary,4,3.98,False,False,PM Awas Yojana,Housing,False,50
72,Male,Delhi,OBC,267365.31,Retired,Retired,Secondary,4,3.98,False,False,Skill India,Employment,False,50
43,Male,Maharashtra,SC,663307.89,Private Employee,Employed,Graduate,2,0.0,False,False,PM Kisan,Agriculture,False,51
43,Male,Maharashtra,SC,663307.89,Private Employee,Employed,Graduate,2,0.0,False,False,Post Matric Scholarship,Education,False,51
43,Male,Maharashtra,SC,663307.89,Private Employee,Employed,Graduate,2,0.0,False,False,Ayushman Bharat,Healthcare,False,51
43,Male,Maharashtra,SC,663307.89,Private Employee,Employed,Graduate,2,0.0,False,False,PM Awas Yojana,Housing,False,51
43,Male,Maharashtra,SC,663307.89,Private Employee,Employed,Graduate,2,0.0,False,False,Skill India,Employment,False,51
53,Male,Tamil Nadu,OBC,0.0,Homemaker,Unemployed,Graduate,5,1.78,True,False,PM Kisan,Agriculture,False,52
53,Male,Tamil Nadu,OBC,0.0,Homemaker,Unemployed,Graduate,5,1.78,True,False,Post Matric Scholarship,Education,False,52
53,Male,Tamil Nadu,OBC,0.0,Homemaker,Unemployed,Graduate,5,1.78,True,False,Ayushman Bharat,Healthcare,True,52
53,Male,Tamil Nadu,OBC,0.0,Homemaker,Unemployed,Graduate,5,1.78,True,False,PM Awas Yojana,Housing,True,52
53,Male,Tamil Nadu,OBC,0.0,Homemaker,Unemployed,Graduate,5,1.78,True,False,Skill India,Employment,False,52
43,Other,Tamil Nadu,General,1462961.66,Business,Self-Employed,Graduate,5,0.35,False,True,PM Kisan,Agriculture,False,53
43,Other,Tamil Nadu,General,1462961.66,Business,Self-Employed,Graduate,5,0.35,False,True,Post Matric Scholarship,Education,False,53
43,Other,Tamil Nadu,General,1462961.66,Business,Self-Employed,Graduate,5,0.35,False,True,Ayushman Bharat,Healthcare,False,53
43,Other,Tamil Nadu,General,1462961.66,Business,Self-Employed,Graduate,5,0.35,False,True,PM Awas Yojana,Housing,False,53
43,Other,Tamil Nadu,General,1462961.66,Business,Self-Employed,Graduate,5,0.35,False,True,Skill India,Employment,False,53
22,Male,Delhi,SC,70933.87,Student,Student,Higher Secondary,5,0.0,True,True,PM Kisan,Agriculture,False,54
22,Male,Delhi,SC,70933.87,Student,Student,Higher Secondary,5,0.0,True,True,Post Matric Scholarship,Education,True,54
22,Male,Delhi,SC,70933.87,Student,Student,Higher Secondary,5,0.0,True,True,Ayushman Bharat,Healthcare,True,54
22,Male,Delhi,SC,70933.87,Student,Student,Higher Secondary,5,0.0,True,True,PM Awas Yojana,Housing,True,54
22,Male,Delhi,SC,70933.87,Student,Student,Higher Secondary,5,0.0,True,True,Skill India,Employment,True,54
35,Other,Kerala,SC,339502.14,Farmer,Self-Employed,Primary,5,6.34,True,False,PM Kisan,Agriculture,False,55
35,Other,Kerala,SC,339502.14,Farmer,Self-Employed,Primary,5,6.34,True,False,Post Matric Scholarship,Education,False,55
35,Other,Kerala,SC,339502.14,Farmer,Self-Employed,Primary,5,6.34,True,False,Ayushman Bharat,Healthcare,False,55
35,Other,Kerala,SC,339502.14,Farmer,Self-Employed,Primary,5,6.34,True,False,PM Awas Yojana,Housing,False,55
35,Other,Kerala,SC,339502.14,Farmer,Self-Employed,Primary,5,6.34,True,False,Skill India,Employment,False,55
45,Male,Karnataka,General,0.0,Homemaker,Unemployed,Higher Secondary,4,0.35,False,False,PM Kisan,Agriculture,False,56
45,Male,Karnataka,General,0.0,Homemaker,Unemployed,Higher Secondary,4,0.35,False,False,Post Matric Scholarship,Education,False,56
45,Male,Karnataka,General,0.0,Homemaker,Unemployed,Higher Secondary,4,0.35,False,False,Ayushman Bharat,Healthcare,False,56
45,Male,Karnataka,General,0.0,Homemaker,Unemployed,Higher Secondary,4,0.35,False,False,PM Awas Yojana,Housing,False,56
45,Male,Karnataka,General,0.0,Homemaker,Unemployed,Higher Secondary,4,0.35,False,False,Skill India,Employment,False,56
39,Female,Delhi,General,302242.92,Private Employee,Employed,Graduate,2,0.0,False,False,PM Kisan,Agriculture,False,57
39,Female,Delhi,General,302242.92,Private Employee,Employed,Graduate,2,0.0,False,False,Post Matric Scholarship,Education,False,57
39,Female,Delhi,General,302242.92,Private Employee,Employed,Graduate,2,0.0,False,False,Ayushman Bharat,Healthcare,False,57
39,Female,Delhi,General,302242.92,Private Employee,Employed,Graduate,2,0.0,False,False,PM Awas Yojana,Housing,False,57
39,Female,Delhi,General,302242.92,Private Employee,Employed,Graduate,2,0.0,False,False,Skill India,Employment,False,57
43,Male,Karnataka,ST,1138903.42,Government Employee,Employed,Post Graduate,6,0.0,False,False,PM Kisan,Agriculture,False,58
43,Male,Karnataka,ST,1138903.42,Government Employee,Employed,Post Graduate,6,0.0,False,False,Post Matric Scholarship,Education,False,58
43,Male,Karnataka,ST,1138903.42,Government Employee,Employed,Post Graduate,6,0.0,False,False,Ayushman Bharat,Healthcare,False,58
43,Male,Karnataka,ST,1138903.42,Government Employee,Employed,Post Graduate,6,0.0,False,False,PM Awas Yojana,Housing,False,58
43,Male,Karnataka,ST,1138903.42,Government Employee,Employed,Post Graduate,6,0.0,False,False,Skill India,Employment,False,58
26,Other,Tamil Nadu,ST,56430.51,Unemployed,Unemployed,Primary,5,0.0,False,False,PM Kisan,Agriculture,False,59
26,Other,Tamil Nadu,ST,56430.51,Unemployed,Unemployed,Primary,5,0.0,False,False,Post Matric Scholarship,Education,False,59
26,Other,Tamil Nadu,ST,56430.51,Unemployed,Unemployed,Primary,5,0.0,False,False,Ayushman Bharat,Healthcare,False,59
26,Other,Tamil Nadu,ST,56430.51,Unemployed,Unemployed,Primary,5,0.0,False,False,PM Awas Yojana,Housing,False,59
26,Other,Tamil Nadu,ST,56430.51,Unemployed,Unemployed,Primary,5,0.0,False,False,Skill India,Employment,False,59
20,Female,Kerala,ST,35623.67,Student,Student,Higher Secondary,4,0.0,False,False,PM Kisan,Agriculture,False,60
20,Female,Kerala,ST,35623.67,Student,Student,Higher Secondary,4,0.0,False,False,Post Matric Scholarship,Education,True,60
20,Female,Kerala,ST,35623.67,Student,Student,Higher Secondary,4,0.0,False,False,Ayushman Bharat,Healthcare,False,60
20,Female,Kerala,ST,35623.67,Student,Student,Higher Secondary,4,0.0,False,False,PM Awas Yojana,Housing,False,60
20,Female,Kerala,ST,35623.67,Student,Student,Higher Secondary,4,0.0,False,False,Skill India,Employment,True,60
42,Female,Delhi,SC,795243.28,Government Employee,Employed,Post Graduate,3,0.0,False,True,PM Kisan,Agriculture,False,61
42,Female,Delhi,SC,795243.28,Government Employee,Employed,Post Graduate,3,0.0,False,True,Post Matric Scholarship,Education,False,61
42,Female,Delhi,SC,795243.28,Government Employee,Employed,Post Graduate,3,0.0,False,True,Ayushman Bharat,Healthcare,False,61
42,Female,Delhi,SC,795243.28,Government Employee,Employed,Post Graduate,3,0.0,False,True,PM Awas Yojana,Housing,False,61
42,Female,Delhi,SC,795243.28,Government Employee,Employed,Post Graduate,3,0.0,False,True,Skill India,Employment,False,61
41,Female,Kerala,ST,2050613.66,Business,Self-Employed,Post Graduate,3,2.81,False,True,PM Kisan,Agriculture,False,62
41,Female,Kerala,ST,2050613.66,Business,Self-Employed,Post Graduate,3,2.81,False,True,Post Matric Scholarship,Education,False,62
41,Female,Kerala,ST,2050613.66,Business,Self-Employed,Post Graduate,3,2.81,False,True,Ayushman Bharat,Healthcare,False,62
41,Female,Kerala,ST,2050613.66,Business,Self-Employed,Post Graduate,3,2.81,False,True,PM Awas Yojana,Housing,False,62
41,Female,Kerala,ST,2050613.66,Business,Self-Employed,Post Graduate,3,2.81,False,True,Skill India,Employment,False,62
54,Other,Delhi,General,0.0,Homemaker,Unemployed,Higher Secondary,7,0.58,False,False,PM Kisan,Agriculture,False,63
54,Other,Delhi,General,0.0,Homemaker,Unemployed,Higher Secondary,7,0.58,False,False,Post Matric Scholarship,Education,False,63
54,Other,Delhi,General,0.0,Homemaker,Unemployed,Higher Secondary,7,0.58,False,False,Ayushman Bharat,Healthcare,False,63
54,Other,Delhi,General,0.0,Homemaker,Unemployed,Higher Secondary,7,0.58,False,False,PM Awas Yojana,Housing,False,63
54,Other,Delhi,General,0.0,Homemaker,Unemployed,Higher Secondary,7,0.58,False,False,Skill India,Employment,False,63
20,Female,Karnataka,SC,90023.87,Student,Student,Higher Secondary,6,0.0,False,True,PM Kisan,Agriculture,False,64
20,Female,Karnataka,SC,90023.87,Student,Student,Higher Secondary,6,0.0,False,True,Post Matric Scholarship,Education,True,64
20,Female,Karnataka,SC,90023.87,Student,Student,Higher Secondary,6,0.0,False,True,Ayushman Bharat,Healthcare,False,64
20,Female,Karnataka,SC,90023.87,Student,Student,Higher Secondary,6,0.0,False,True,PM Awas Yojana,Housing,False,64
20,Female,Karnataka,SC,90023.87,Student,Student,Higher Secondary,6,0.0,False,True,Skill India,Employment,True,64
38,Other,Kerala,SC,829745.5,Government Employee,Employed,Graduate,3,0.0,False,True,PM Kisan,Agriculture,False,65
38,Other,Kerala,SC,829745.5,Government Employee,Employed,Graduate,3,0.0,False,True,Post Matric Scholarship,Education,False,65
38,Other,Kerala,SC,829745.5,Government Employee,Employed,Graduate,3,0.0,False,True,Ayushman Bharat,Healthcare,False,65
38,Other,Kerala,SC,829745.5,Government Employee,Employed,Graduate,3,0.0,False,True,PM Awas Yojana,Housing,False,65
38,Other,Kerala,SC,829745.5,Government Employee,Employed,Graduate,3,0.0,False,True,Skill India,Employment,False,65
41,Male,Delhi,OBC,94376.25,Unemployed,Unemployed,Higher Secondary,2,0.0,True,False,PM Kisan,Agriculture,False,66
41,Male,Delhi,OBC,94376.25,Unemployed,Unemployed,Higher Secondary,2,0.0,True,False,Post Matric Scholarship,Education,False,66
41,Male,Delhi,OBC,94376.25,Unemployed,Unemployed,Higher Secondary,2,0.0,True,False,Ayushman Bharat,Healthcare,True,66
41,Male,Delhi,OBC,94376.25,Unemployed,Unemployed,Higher Secondary,2,0.0,True,False,PM Awas Yojana,Housing,True,66
41,Male,Delhi,OBC,94376.25,Unemployed,Unemployed,Higher Secondary,2,0.0,True,False,Skill India,Employment,True,66
52,Female,Maharashtra,ST,171444.02,Farmer,Self-Employed,Primary,7,4.67,False,False,PM Kisan,Agriculture,True,67
52,Female,Maharashtra,ST,171444.02,Farmer,Self-Employed,Primary,7,4.67,False,False,Post Matric Scholarship,Education,False,67
52,Female,Maharashtra,ST,171444.02,Farmer,Self-Employed,Primary,7,4.67,False,False,Ayushman Bharat,Healthcare,False,67
52,Female,Maharashtra,ST,171444.02,Farmer,Self-Employed,Primary,7,4.67,False,False,PM Awas Yojana,Housing,False,67
52,Female,Maharashtra,ST,171444.02,Farmer,Self-Employed,Primary,7,4.67,False,False,Skill India,Employment,False,67
65,Male,Karnataka,General,1743337.0,Business,Self-Employed,Post Graduate,5,4.57,False,False,PM Kisan,Agriculture,False,68
65,Male,Karnataka,General,1743337.0,Business,Self-Employed,Post Graduate,5,4.57,False,False,Post Matric Scholarship,Education,False,68
65,Male,Karnataka,General,1743337.0,Business,Self-Employed,Post Graduate,5,4.57,False,False,Ayushman Bharat,Healthcare,False,68
65,Male,Karnataka,General,1743337.0,Business,Self-Employed,Post Graduate,5,4.57,False,False,PM Awas Yojana,Housing,False,68
65,Male,Karnataka,General,1743337.0,Business,Self-Employed,Post Graduate,5,4.57,False,False,Skill India,Employment,False,68
30,Male,Tamil Nadu,General,769762.67,Private Employee,Employed,Diploma,2,0.0,False,True,PM Kisan,Agriculture,False,69
30,Male,Tamil Nadu,General,769762.67,Private Employee,Employed,Diploma,2,0.0,False,True,Post Matric Scholarship,Education,False,69
30,Male,Tamil Nadu,General,769762.67,Private Employee,Employed,Diploma,2,0.0,False,True,Ayushman Bharat,Healthcare,False,69
30,Male,Tamil Nadu,General,769762.67,Private Employee,Employed,Diploma,2,0.0,False,True,PM Awas Yojana,Housing,False,69
30,Male,Tamil Nadu,General,769762.67,Private Employee,Employed,Diploma,2,0.0,False,True,Skill India,Employment,False,69
32,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Primary,3,1.86,False,False,PM Kisan,Agriculture,False,70
32,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Primary,3,1.86,False,False,Post Matric Scholarship,Education,False,70
32,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Primary,3,1.86,False,False,Ayushman Bharat,Healthcare,False,70
32,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Primary,3,1.86,False,False,PM Awas Yojana,Housing,False,70
32,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Primary,3,1.86,False,False,Skill India,Employment,False,70
36,Other,Delhi,General,2147197.06,Business,Self-Employed,Higher Secondary,6,2.95,False,True,PM Kisan,Agriculture,False,71
36,Other,Delhi,General,2147197.06,Business,Self-Employed,Higher Secondary,6,2.95,False,True,Post Matric Scholarship,Education,False,71
36,Other,Delhi,General,2147197.06,Business,Self-Employed,Higher Secondary,6,2.95,False,True,Ayushman Bharat,Healthcare,False,71
36,Other,Delhi,General,2147197.06,Business,Self-Employed,Higher Secondary,6,2.95,False,True,PM Awas Yojana,Housing,False,71
36,Other,Delhi,General,2147197.06,Business,Self-Employed,Higher Secondary,6,2.95,False,True,Skill India,Employment,False,71
68,Male,Maharashtra,General,575044.93,Retired,Retired,Secondary,2,3.05,False,True,PM Kisan,Agriculture,False,72
68,Male,Maharashtra,General,575044.93,Retired,Retired,Secondary,2,3.05,False,True,Post Matric Scholarship,Education,False,72
68,Male,Maharashtra,General,575044.93,Retired,Retired,Secondary,2,3.05,False,True,Ayushman Bharat,Healthcare,False,72
68,Male,Maharashtra,General,575044.93,Retired,Retired,Secondary,2,3.05,False,True,PM Awas Yojana,Housing,False,72
68,Male,Maharashtra,General,575044.93,Retired,Retired,Secondary,2,3.05,False,True,Skill India,Employment,False,72
41,Other,Kerala,OBC,437534.64,Government Employee,Employed,Graduate,3,0.0,False,False,PM Kisan,Agriculture,False,73
41,Other,Kerala,OBC,437534.64,Government Employee,Employed,Graduate,3,0.0,False,False,Post Matric Scholarship,Education,False,73
41,Other,Kerala,OBC,437534.64,Government Employee,Employed,Graduate,3,0.0,False,False,Ayushman Bharat,Healthcare,False,73
41,Other,Kerala,OBC,437534.64,Government Employee,Employed,Graduate,3,0.0,False,False,PM Awas Yojana,Housing,False,73
41,Other,Kerala,OBC,437534.64,Government Employee,Employed,Graduate,3,0.0,False,False,Skill India,Employment,False,73
21,Female,Tamil Nadu,General,60156.6,Student,Student,Higher Secondary,4,0.0,True,False,PM Kisan,Agriculture,False,74
21,Female,Tamil Nadu,General,60156.6,Student,Student,Higher Secondary,4,0.0,True,False,Post Matric Scholarship,Education,True,74
21,Female,Tamil Nadu,General,60156.6,Student,Student,Higher Secondary,4,0.0,True,False,Ayushman Bharat,Healthcare,True,74
21,Female,Tamil Nadu,General,60156.6,Student,Student,Higher Secondary,4,0.0,True,False,PM Awas Yojana,Housing,True,74
21,Female,Tamil Nadu,General,60156.6,Student,Student,Higher Secondary,4,0.0,True,False,Skill India,Employment,True,74
47,Female,Delhi,OBC,910991.88,Government Employee,Employed,Graduate,6,0.0,False,True,PM Kisan,Agriculture,False,75
47,Female,Delhi,OBC,910991.88,Government Employee,Employed,Graduate,6,0.0,False,True,Post Matric Scholarship,Education,False,75
47,Female,Delhi,OBC,910991.88,Government Employee,Employed,Graduate,6,0.0,False,True,Ayushman Bharat,Healthcare,False,75
47,Female,Delhi,OBC,910991.88,Government Employee,Employed,Graduate,6,0.0,False,True,PM Awas Yojana,Housing,False,75
47,Female,Delhi,OBC,910991.88,Government Employee,Employed,Graduate,6,0.0,False,True,Skill India,Employment,False,75
22,Other,Maharashtra,ST,86698.49,Student,Student,Higher Secondary,4,0.0,True,False,PM Kisan,Agriculture,False,76
22,Other,Maharashtra,ST,86698.49,Student,Student,Higher Secondary,4,0.0,True,False,Post Matric Scholarship,Education,True,76
22,Other,Maharashtra,ST,86698.49,Student,Student,Higher Secondary,4,0.0,True,False,Ayushman Bharat,Healthcare,True,76
22,Other,Maharashtra,ST,86698.49,Student,Student,Higher Secondary,4,0.0,True,False,PM Awas Yojana,Housing,True,76
22,Other,Maharashtra,ST,86698.49,Student,Student,Higher Secondary,4,0.0,True,False,Skill India,Employment,True,76
42,Other,Maharashtra,OBC,736716.96,Private Employee,Employed,Diploma,3,0.0,False,False,PM Kisan,Agriculture,False,77
42,Other,Maharashtra,OBC,736716.96,Private Employee,Employed,Diploma,3,0.0,False,False,Post Matric Scholarship,Education,False,77
